CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,27.8518
Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,57.360176177459294
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,9.57572968157942
Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,47.78444649587979
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,23.743
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,8.293
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,2.52
Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,70.243
Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,62.067
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,66.0552926829268
Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,1960,0.0
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0.0
Russian Federation,RUS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,126.477
Russian Federation,RUS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,277.05
Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,6.085230613785679
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,1960,1.4694965014453198
Russian Federation,RUS,Population in largest city,EN.URB.LCTY,1960,6169961.0
Russian Federation,RUS,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,9.57743425496101
Russian Federation,RUS,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1960,16903777.0
Russian Federation,RUS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,14.0985821163165
Russian Federation,RUS,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,30.3662892052596
Russian Federation,RUS,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,63.548480180954705
Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,55.212466574313
Russian Federation,RUS,"Population, total",SP.POP.TOTL,1960,119897000.0
Russian Federation,RUS,Rural population,SP.RUR.TOTL,1960,55475143.0
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,46.269
Russian Federation,RUS,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,-0.45485463409474897
